,Ensemble ID,Cluster 1,Cluster 2
572,"""ENSG00000164488""",0,2
573,"""ENSG00000198198""",0,2
574,"""ENSG00000006704""",0,2
575,"""ENSG00000110400""",0,2
576,"""ENSG00000178188""",0,2
577,"""ENSG00000217929""",0,2
578,"""ENSG00000167508""",0,2
579,"""ENSG00000133246""",0,2
580,"""ENSG00000127586""",0,2
581,"""ENSG00000177595""",0,2
582,"""ENSG00000161091""",0,2
583,"""ENSG00000104960""",0,2
584,"""ENSG00000105429""",0,2
585,"""ENSG00000214063""",0,2
586,"""ENSG00000159753""",0,2
587,"""ENSG00000088888""",1,2
588,"""ENSG00000162076""",0,2
589,"""ENSG00000106009""",0,2
590,"""ENSG00000058453""",0,2
591,"""ENSG00000149115""",0,2
592,"""ENSG00000136720""",0,2
593,"""ENSG00000128283""",0,2
594,"""ENSG00000225968""",0,2
595,"""ENSG00000179588""",0,2
596,"""ENSG00000103227""",0,2
597,"""ENSG00000175115""",1,2
598,"""ENSG00000197150""",0,2
599,"""ENSG00000137497""",0,2
600,"""ENSG00000169957""",0,2
601,"""ENSG00000173801""",0,2
602,"""ENSG00000117411""",0,2
603,"""ENSG00000269335""",0,2
604,"""ENSG00000166165""",0,2
605,"""ENSG00000100346""",0,2
606,"""ENSG00000254470""",0,2
607,"""ENSG00000097007""",0,2
608,"""ENSG00000129968""",0,2
609,"""ENSG00000123159""",0,2
610,"""ENSG00000119522""",0,2
611,"""ENSG00000196588""",0,2
612,"""ENSG00000134780""",0,2
613,"""ENSG00000269937""",0,2
614,"""ENSG00000235288""",0,2
615,"""ENSG00000008735""",0,2
616,"""ENSG00000205746""",0,2
617,"""ENSG00000160972""",0,2
618,"""ENSG00000113758""",0,2
619,"""ENSG00000188130""",0,2
620,"""ENSG00000141503""",0,2
621,"""ENSG00000105426""",0,2
622,"""ENSG00000231925""",0,2
623,"""ENSG00000215908""",0,2
624,"""ENSG00000105204""",0,2
625,"""ENSG00000100726""",0,2
626,"""ENSG00000149926""",0,2
627,"""ENSG00000137877""",0,2
628,"""ENSG00000130726""",0,2
629,"""ENSG00000076984""",0,2
630,"""ENSG00000079435""",0,2
631,"""ENSG00000176533""",0,2
632,"""ENSG00000132470""",0,2
633,"""ENSG00000002822""",0,2
634,"""ENSG00000188760""",0,2
635,"""ENSG00000136877""",0,2
636,"""ENSG00000093010""",0,2
637,"""ENSG00000104853""",0,2
638,"""ENSG00000114631""",0,2
639,"""ENSG00000148362""",0,2
640,"""ENSG00000129946""",0,2
641,"""ENSG00000167889""",0,2
642,"""ENSG00000182196""",0,2
643,"""ENSG00000148400""",0,2
644,"""ENSG00000163795""",0,2
645,"""ENSG00000105373""",0,2
646,"""ENSG00000178950""",0,2
647,"""ENSG00000188162""",0,2
648,"""ENSG00000124507""",0,2
649,"""ENSG00000071889""",0,2
650,"""ENSG00000100258""",0,2
651,"""ENSG00000133597""",0,2
652,"""ENSG00000072071""",0,2
653,"""ENSG00000087085""",0,2
654,"""ENSG00000103245""",0,2
655,"""ENSG00000155034""",0,2
656,"""ENSG00000090971""",0,2
657,"""ENSG00000105655""",0,2
658,"""ENSG00000166816""",0,2
659,"""ENSG00000132361""",0,2
660,"""ENSG00000179632""",0,2
661,"""ENSG00000230715""",0,2
662,"""ENSG00000090020""",0,2
663,"""ENSG00000099899""",0,2
664,"""ENSG00000149503""",0,2
665,"""ENSG00000167548""",0,2
666,"""ENSG00000105419""",0,2
667,"""ENSG00000161996""",0,2
668,"""ENSG00000142444""",1,2
669,"""ENSG00000168135""",0,2
670,"""ENSG00000105229""",0,2
671,"""ENSG00000196218""",0,2
672,"""ENSG00000250479""",0,2
673,"""ENSG00000100092""",0,2
674,"""ENSG00000119559""",0,2
675,"""ENSG00000161036""",0,2
676,"""ENSG00000125744""",0,2
677,"""ENSG00000175931""",0,2
678,"""ENSG00000119737""",1,2
679,"""ENSG00000102225""",0,2
680,"""ENSG00000266962""",0,2
681,"""ENSG00000161714""",0,2
682,"""ENSG00000105409""",0,2
683,"""ENSG00000132821""",0,2
684,"""ENSG00000116661""",0,2
685,"""ENSG00000181409""",0,2
686,"""ENSG00000147813""",0,2
687,"""ENSG00000242588""",1,2
688,"""ENSG00000137166""",0,2
689,"""ENSG00000086544""",0,2
690,"""ENSG00000088247""",0,2
691,"""ENSG00000100379""",0,2
692,"""ENSG00000125967""",0,2
693,"""ENSG00000130590""",0,2
694,"""ENSG00000241489""",0,2
695,"""ENSG00000108106""",0,2
696,"""ENSG00000095906""",0,2
697,"""ENSG00000169733""",0,2
698,"""ENSG00000090097""",0,2
699,"""ENSG00000172638""",0,2
700,"""ENSG00000167595""",0,2
701,"""ENSG00000125386""",1,2
702,"""ENSG00000100263""",0,2
703,"""ENSG00000173898""",0,2
704,"""ENSG00000099949""",0,2
705,"""ENSG00000130175""",0,2
706,"""ENSG00000177943""",0,2
707,"""ENSG00000075399""",0,2
708,"""ENSG00000149541""",0,2
709,"""ENSG00000104973""",0,2
710,"""ENSG00000267152""",1,2
711,"""ENSG00000180155""",0,2
712,"""ENSG00000204580""",0,2
713,"""ENSG00000007376""",0,2
714,"""ENSG00000125089""",0,2
715,"""ENSG00000109956""",0,2
716,"""ENSG00000142327""",0,2
717,"""ENSG00000149761""",0,2
718,"""ENSG00000110237""",0,2
719,"""ENSG00000156860""",0,2
720,"""ENSG00000063169""",0,2
721,"""ENSG00000141524""",0,2
722,"""ENSG00000187961""",0,2
723,"""ENSG00000099804""",0,2
724,"""ENSG00000135097""",0,2
725,"""ENSG00000069696""",0,2
726,"""ENSG00000167978""",0,2
727,"""ENSG00000148356""",0,2
728,"""ENSG00000133519""",0,2
729,"""ENSG00000167702""",0,2
730,"""ENSG00000104946""",0,2
731,"""ENSG00000141736""",0,2
732,"""ENSG00000158747""",0,2
733,"""ENSG00000102882""",0,2
734,"""ENSG00000241020""",1,2
735,"""ENSG00000136002""",0,2
736,"""ENSG00000115266""",0,2
737,"""ENSG00000132613""",0,2
738,"""ENSG00000068137""",0,2
739,"""ENSG00000092096""",0,2
740,"""ENSG00000167969""",0,2
741,"""ENSG00000161013""",0,2
742,"""ENSG00000132510""",0,2
743,"""ENSG00000184113""",0,2
744,"""ENSG00000166924""",0,2
745,"""ENSG00000105397""",0,2
746,"""ENSG00000005379""",0,2
747,"""ENSG00000169727""",0,2
748,"""ENSG00000133612""",0,2
749,"""ENSG00000063245""",0,2
750,"""ENSG00000104885""",0,2
751,"""ENSG00000255769""",0,2
752,"""ENSG00000168005""",0,2
753,"""ENSG00000173976""",0,2
754,"""ENSG00000283472""",0,2
755,"""ENSG00000129667""",0,2
756,"""ENSG00000076928""",0,2
757,"""ENSG00000167393""",0,2
758,"""ENSG00000065000""",0,2
759,"""ENSG00000176946""",0,2
760,"""ENSG00000077463""",0,2
761,"""ENSG00000104870""",0,2
762,"""ENSG00000185803""",0,2
763,"""ENSG00000142330""",0,2
764,"""ENSG00000084636""",0,2
765,"""ENSG00000130511""",0,2
766,"""ENSG00000058404""",0,2
767,"""ENSG00000167965""",0,2
768,"""ENSG00000134030""",0,2
769,"""ENSG00000198055""",0,2
770,"""ENSG00000269897""",1,2
771,"""ENSG00000100239""",0,2
